PERSON_ID,PLAYER_LAST_NAME,PLAYER_FIRST_NAME,PLAYER_SLUG,TEAM_ID,TEAM_SLUG,IS_DEFUNCT,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,JERSEY_NUMBER,POSITION,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,ROSTER_STATUS,PTS,REB,AST,STATS_TIMEFRAME,FROM_YEAR,TO_YEAR,PLAYER_NAME,HEIGHT_INCHES,WEIGHT_LBS,IS_UNDRAFTED
76001,Abdelnaby,Alaa,alaa-abdelnaby,1610612757,blazers,0,Portland,Trail Blazers,POR,30,F,Duke,USA,1990.0,1.0,25.0,,5.7,3.3,0.3,Career,1990,1994,Alaa Abdelnaby,82.0,240.0,False
76002,Abdul-Aziz,Zaid,zaid-abdul-aziz,1610612745,rockets,0,Houston,Rockets,HOU,54,C,Iowa State,USA,1968.0,1.0,5.0,,9.0,8.0,1.2,Career,1968,1977,Zaid Abdul-Aziz,81.0,235.0,False
76003,Abdul-Jabbar,Kareem,kareem-abdul-jabbar,1610612747,lakers,0,Los Angeles,Lakers,LAL,33,C,UCLA,USA,1969.0,1.0,1.0,,24.6,11.2,3.6,Career,1969,1988,Kareem Abdul-Jabbar,86.0,225.0,False
51,Abdul-Rauf,Mahmoud,mahmoud-abdul-rauf,1610612743,nuggets,0,Denver,Nuggets,DEN,1,G,Louisiana State,USA,1990.0,1.0,3.0,,14.6,1.9,3.5,Career,1990,2000,Mahmoud Abdul-Rauf,73.0,162.0,False
1505,Abdul-Wahad,Tariq,tariq-abdul-wahad,1610612758,kings,0,Sacramento,Kings,SAC,9,F-G,San Jose State,France,1997.0,1.0,11.0,,7.8,3.3,1.1,Career,1997,2003,Tariq Abdul-Wahad,78.0,235.0,False
949,Abdur-Rahim,Shareef,shareef-abdur-rahim,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,3,F,California,USA,1996.0,1.0,3.0,,18.1,7.5,2.5,Career,1996,2007,Shareef Abdur-Rahim,81.0,245.0,False
76005,Abernethy,Tom,tom-abernethy,1610612744,warriors,0,Golden State,Warriors,GSW,5,F,Indiana,USA,1976.0,3.0,43.0,,5.6,3.2,1.2,Career,1976,1980,Tom Abernethy,79.0,220.0,False
76006,Able,Forest,forest-able,1610612755,sixers,0,Philadelphia,76ers,PHI,6,G,Western Kentucky,USA,1956.0,,,,0.0,1.0,1.0,Career,1956,1956,Forest Able,75.0,180.0,True
76007,Abramovic,John,john-abramovic,1610610031,,1,Pittsburgh,Ironmen,PIT,,F,Salem,USA,,,,,9.5,0.0,0.7,Career,1946,1947,John Abramovic,75.0,195.0,True
203518,Abrines,Alex,alex-abrines,1610612760,thunder,0,Oklahoma City,Thunder,OKC,8,G,FC Barcelona,Spain,2013.0,2.0,32.0,,5.3,1.4,0.5,Career,2016,2018,Alex Abrines,78.0,190.0,False
1630173,Achiuwa,Precious,precious-achiuwa,1610612752,knicks,0,New York,Knicks,NYK,5,F,Memphis,Nigeria,2020.0,1.0,20.0,1.0,6.6,5.6,1.0,Season,2020,2024,Precious Achiuwa,80.0,243.0,False
101165,Acker,Alex,alex-acker,1610612746,clippers,0,LA,Clippers,LAC,3,G,Pepperdine,USA,2005.0,2.0,60.0,,2.7,1.0,0.5,Career,2005,2008,Alex Acker,77.0,185.0,False
76008,Ackerman,Donald,donald-ackerman,1610612752,knicks,0,New York,Knicks,NYK,,G,Long Island-Brooklyn,USA,1953.0,2.0,,,1.5,0.5,0.8,Career,1953,1953,Donald Ackerman,72.0,183.0,True
76009,Acres,Mark,mark-acres,1610612753,magic,0,Orlando,Magic,ORL,42,C,Oral Roberts,USA,1985.0,2.0,40.0,,3.6,4.1,0.5,Career,1987,1992,Mark Acres,83.0,220.0,False
76010,Acton,Charles,charles-acton,1610612745,rockets,0,Houston,Rockets,HOU,24,F,Hillsdale,USA,,,,,3.3,2.0,0.5,Career,1967,1967,Charles Acton,78.0,210.0,True
203112,Acy,Quincy,quincy-acy,1610612758,kings,0,Sacramento,Kings,SAC,13,F,Baylor,USA,2012.0,2.0,37.0,,4.9,3.5,0.6,Career,2012,2018,Quincy Acy,79.0,240.0,False
76011,Adams,Alvan,alvan-adams,1610612756,suns,0,Phoenix,Suns,PHX,33,C,Oklahoma,USA,1975.0,1.0,4.0,,14.1,7.0,4.1,Career,1975,1987,Alvan Adams,81.0,210.0,False
76012,Adams,Don,don-adams,1610612765,pistons,0,Detroit,Pistons,DET,10,F,Northwestern,USA,1970.0,8.0,120.0,,8.7,5.6,1.8,Career,1970,1976,Don Adams,79.0,210.0,False
200801,Adams,Hassan,hassan-adams,1610612751,nets,0,Brooklyn,Nets,BKN,8,F,Arizona,USA,2006.0,2.0,54.0,,2.5,1.2,0.2,Career,2006,2008,Hassan Adams,76.0,220.0,False
1629121,Adams,Jaylen,jaylen-adams,1610612737,hawks,0,Atlanta,Hawks,ATL,10,G,St. Bonaventure,USA,,,,,2.7,1.5,1.6,Career,2018,2020,Jaylen Adams,72.0,225.0,True
203919,Adams,Jordan,jordan-adams,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,3,G,UCLA,USA,2014.0,1.0,22.0,,3.2,0.9,0.6,Career,2014,2015,Jordan Adams,77.0,209.0,False
149,Adams,Michael,michael-adams,1610612743,nuggets,0,Denver,Nuggets,DEN,23,G,Boston College,USA,1985.0,3.0,66.0,,14.7,2.9,6.4,Career,1985,1995,Michael Adams,70.0,165.0,False
203500,Adams,Steven,steven-adams,1610612745,rockets,0,Houston,Rockets,HOU,12,C,Pittsburgh,New Zealand,2013.0,1.0,12.0,1.0,3.9,5.6,1.1,Season,2013,2024,Steven Adams,83.0,265.0,False
912,Addison,Rafael,rafael-addison,1610612751,nets,0,Brooklyn,Nets,BKN,7,F,Syracuse,USA,1986.0,2.0,39.0,,5.8,2.1,0.9,Career,1986,1996,Rafael Addison,80.0,241.0,False
1628389,Adebayo,Bam,bam-adebayo,1610612748,heat,0,Miami,Heat,MIA,13,C-F,Kentucky,USA,2017.0,1.0,14.0,1.0,18.1,9.6,4.3,Season,2017,2024,Bam Adebayo,81.0,255.0,False
1629061,Adel,Deng,deng-adel,1610612739,cavaliers,0,Cleveland,Cavaliers,CLE,32,F,Louisville,South Sudan,2018.0,,,,1.7,1.0,0.3,Career,2018,2018,Deng Adel,79.0,200.0,True
76015,Adelman,Rick,rick-adelman,1610612757,blazers,0,Portland,Trail Blazers,POR,5,G,Loyola-Marymount,USA,1968.0,7.0,79.0,,7.7,2.4,3.5,Career,1968,1974,Rick Adelman,74.0,175.0,False
202399,Adrien,Jeff,jeff-adrien,1610612766,hornets,0,Charlotte,Hornets,CHA,12,F,Connecticut,USA,,,,,4.6,4.3,0.7,Career,2010,2014,Jeff Adrien,79.0,245.0,True
201167,Afflalo,Arron,arron-afflalo,1610612743,nuggets,0,Denver,Nuggets,DEN,4,G,UCLA,USA,2007.0,1.0,27.0,,10.8,2.9,1.8,Career,2007,2017,Arron Afflalo,77.0,210.0,False
1630534,Agbaji,Ochai,ochai-agbaji,1610612761,raptors,0,Toronto,Raptors,TOR,30,G,Kansas,USA,2022.0,1.0,14.0,1.0,10.4,3.8,1.5,Season,2022,2024,Ochai Agbaji,77.0,215.0,False
200772,Ager,Maurice,maurice-ager,1610612742,mavericks,0,Dallas,Mavericks,DAL,13,F-G,Michigan State,USA,2006.0,1.0,28.0,,2.1,0.6,0.2,Career,2006,2010,Maurice Ager,77.0,202.0,False
76016,Aguirre,Mark,mark-aguirre,1610612742,mavericks,0,Dallas,Mavericks,DAL,7,F,DePaul,USA,1981.0,1.0,1.0,,20.0,5.0,3.1,Career,1981,1993,Mark Aguirre,78.0,232.0,False
201336,Ahearn,Blake,blake-ahearn,1610612748,heat,0,Miami,Heat,MIA,2,G,Missouri State,USA,,,,,4.6,1.2,1.2,Career,2007,2011,Blake Ahearn,74.0,190.0,True
76017,Ainge,Danny,danny-ainge,1610612738,celtics,0,Boston,Celtics,BOS,22,G,Brigham Young,USA,1981.0,2.0,31.0,,11.5,2.7,4.0,Career,1981,1994,Danny Ainge,77.0,175.0,False
201582,Ajinca,Alexis,alexis-ajinca,1610612740,pelicans,0,New Orleans,Pelicans,NOP,42,C,Hyeres-Toulon,France,2008.0,1.0,20.0,,5.3,3.9,0.5,Career,2008,2017,Alexis Ajinca,86.0,248.0,False
76018,Akin,Henry,henry-akin,1610612752,knicks,0,New York,Knicks,NYK,10,C,Morehead State,USA,1966.0,2.0,11.0,,3.5,2.1,0.5,Career,1966,1967,Henry Akin,82.0,225.0,False
203006,Akognon,Josh,josh-akognon,1610612742,mavericks,0,Dallas,Mavericks,DAL,10,G,California State-Fullerton,USA,,,,,1.7,0.3,0.3,Career,2012,2012,Josh Akognon,71.0,185.0,True
1629152,Akoon-Purcell,DeVaughn,devaughn-akoon-purcell,1610612743,nuggets,0,Denver,Nuggets,DEN,44,G,Illinois State,Trinidad and Tobago,2016.0,,,,1.0,0.6,0.9,Career,2018,2018,DeVaughn Akoon-Purcell,77.0,201.0,True
202374,Alabi,Solomon,solomon-alabi,1610612761,raptors,0,Toronto,Raptors,TOR,50,C,Florida State,Nigeria,2010.0,2.0,50.0,,1.5,2.3,0.2,Career,2010,2011,Solomon Alabi,85.0,252.0,False
76019,Alarie,Mark,mark-alarie,1610612764,wizards,0,Washington,Wizards,WAS,31,F,Duke,USA,1986.0,1.0,18.0,,7.5,3.4,1.1,Career,1986,1990,Mark Alarie,80.0,217.0,False
76020,Alcorn,Gary,gary-alcorn,1610612765,pistons,0,Detroit,Pistons,DET,24,C,Fresno State,USA,1959.0,3.0,16.0,,3.3,4.2,0.3,Career,1959,1960,Gary Alcorn,81.0,225.0,False
1630583,Aldama,Santi,santi-aldama,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,7,F-C,Loyola-Maryland,Spain,2021.0,1.0,30.0,1.0,12.5,6.4,2.9,Season,2021,2024,Santi Aldama,84.0,215.0,False
203128,Aldemir,Furkan,furkan-aldemir,1610612755,sixers,0,Philadelphia,76ers,PHI,19,F-C,Galatasaray,Turkey,2012.0,2.0,53.0,,2.3,4.3,0.7,Career,2014,2014,Furkan Aldemir,82.0,240.0,False
202332,Aldrich,Cole,cole-aldrich,1610612752,knicks,0,New York,Knicks,NYK,45,C,Kansas,USA,2010.0,1.0,11.0,,3.1,3.3,0.5,Career,2010,2017,Cole Aldrich,83.0,253.0,False
200746,Aldridge,LaMarcus,lamarcus-aldridge,1610612751,nets,0,Brooklyn,Nets,BKN,21,C-F,University of Texas at Austin,USA,2006.0,1.0,2.0,,19.1,8.1,1.9,Career,2006,2021,LaMarcus Aldridge,83.0,250.0,False
76021,Aleksinas,Chuck,chuck-aleksinas,1610612744,warriors,0,Golden State,Warriors,GSW,50,C,Connecticut,USA,1982.0,4.0,76.0,,5.1,3.6,0.5,Career,1984,1984,Chuck Aleksinas,83.0,260.0,False
1626146,Alexander,Cliff,cliff-alexander,1610612757,blazers,0,Portland,Trail Blazers,POR,34,F,Kansas,USA,,,,,1.3,0.8,0.0,Career,2015,2015,Cliff Alexander,80.0,240.0,True
724,Alexander,Cory,cory-alexander,1610612759,spurs,0,San Antonio,Spurs,SAS,12,G,Virginia,USA,1995.0,1.0,29.0,,5.5,1.6,2.7,Career,1995,2004,Cory Alexander,73.0,190.0,False
2042,Alexander,Courtney,courtney-alexander,1610612764,wizards,0,Washington,Wizards,WAS,32,G,Fresno State,USA,2000.0,1.0,13.0,,9.0,2.2,1.2,Career,2000,2003,Courtney Alexander,77.0,205.0,False
76022,Alexander,Gary,gary-alexander,1610612739,cavaliers,0,Cleveland,Cavaliers,CLE,16,F,South Florida,USA,,,,,1.7,1.4,0.2,Career,1993,1993,Gary Alexander,79.0,240.0,True
201570,Alexander,Joe,joe-alexander,1610612749,bucks,0,Milwaukee,Bucks,MIL,20,F,West Virginia,USA,2008.0,1.0,8.0,,4.2,1.8,0.7,Career,2008,2009,Joe Alexander,80.0,230.0,False
1629734,Alexander,Kyle,kyle-alexander,1610612748,heat,0,Miami,Heat,MIA,17,F-C,Tennessee,Canada,,,,,1.0,1.5,0.0,Career,2019,2019,Kyle Alexander,82.0,216.0,True
1641725,Alexander,Trey,trey-alexander,1610612743,nuggets,0,Denver,Nuggets,DEN,23,G,Creighton,USA,,,,1.0,1.3,0.5,0.5,Season,2024,2024,Trey Alexander,76.0,185.0,True
1630234,Alexander,Ty-Shon,ty-shon-alexander,1610612756,suns,0,Phoenix,Suns,PHX,0,G,Creighton,USA,,,,,0.6,0.7,0.4,Career,2020,2020,Ty-Shon Alexander,75.0,195.0,True
2349,Alexander,Victor,victor-alexander,1610612744,warriors,0,Golden State,Warriors,GSW,9,F,Iowa State,USA,1991.0,1.0,17.0,,8.9,4.8,0.9,Career,1991,2001,Victor Alexander,82.0,265.0,False
1629638,Alexander-Walker,Nickeil,nickeil-alexander-walker,1610612750,timberwolves,0,Minnesota,Timberwolves,MIN,9,G,Virginia Tech,Canada,2019.0,1.0,17.0,1.0,9.4,3.2,2.7,Season,2019,2024,Nickeil Alexander-Walker,77.0,205.0,False
76024,Alford,Steve,steve-alford,1610612742,mavericks,0,Dallas,Mavericks,DAL,4,G,Indiana,USA,1987.0,2.0,26.0,,4.4,0.9,1.0,Career,1987,1990,Steve Alford,74.0,183.0,False
1628959,Alkins,Rawle,rawle-alkins,1610612741,bulls,0,Chicago,Bulls,CHI,20,G,Arizona,USA,,,,,3.7,2.6,1.3,Career,2018,2018,Rawle Alkins,77.0,225.0,True
76028,Allen,Bob,bob-allen,1610612744,warriors,0,Golden State,Warriors,GSW,50,F,Marshall,USA,1968.0,6.0,71.0,,1.8,2.1,0.4,Career,1968,1968,Bob Allen,81.0,205.0,False
1628960,Allen,Grayson,grayson-allen,1610612756,suns,0,Phoenix,Suns,PHX,8,G,Duke,USA,2018.0,1.0,21.0,1.0,10.6,3.0,2.1,Season,2018,2024,Grayson Allen,76.0,198.0,False
1628386,Allen,Jarrett,jarrett-allen,1610612739,cavaliers,0,Cleveland,Cavaliers,CLE,31,C,Texas,USA,2017.0,1.0,22.0,1.0,13.5,9.7,1.9,Season,2017,2024,Jarrett Allen,81.0,243.0,False
706,Allen,Jerome,jerome-allen,1610612754,pacers,0,Indiana,Pacers,IND,53,G,Pennsylvania,USA,1995.0,2.0,49.0,,2.9,1.1,1.7,Career,1995,1996,Jerome Allen,76.0,184.0,False
1628443,Allen,Kadeem,kadeem-allen,1610612752,knicks,0,New York,Knicks,NYK,0,G,Arizona,USA,2017.0,2.0,53.0,,5.5,1.5,2.3,Career,2017,2019,Kadeem Allen,75.0,200.0,False
202730,Allen,Lavoy,lavoy-allen,1610612754,pacers,0,Indiana,Pacers,IND,5,F-C,Temple,USA,2011.0,2.0,50.0,,4.8,4.8,1.0,Career,2011,2016,Lavoy Allen,81.0,260.0,False
76027,Allen,Lucius,lucius-allen,1610612749,bucks,0,Milwaukee,Bucks,MIL,42,G,UCLA,USA,1969.0,1.0,3.0,,13.4,3.1,4.5,Career,1969,1978,Lucius Allen,74.0,175.0,False
2124,Allen,Malik,malik-allen,1610612748,heat,0,Miami,Heat,MIA,35,F,Villanova,USA,,,,,4.9,2.8,0.5,Career,2001,2010,Malik Allen,82.0,255.0,True
76025,Allen,Randy,randy-allen,1610612758,kings,0,Sacramento,Kings,SAC,33,F,Florida State,USA,,,,,3.6,2.1,0.3,Career,1988,1989,Randy Allen,80.0,220.0,True
951,Allen,Ray,ray-allen,1610612749,bucks,0,Milwaukee,Bucks,MIL,34,G,Connecticut,USA,1996.0,1.0,5.0,,18.9,4.1,3.4,Career,1996,2013,Ray Allen,77.0,205.0,False
1641851,Allen,Timmy,timmy-allen,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,,F,Texas,USA,,,,,2.6,3.4,1.0,Career,2023,2023,Timmy Allen,78.0,210.0,True
2754,Allen,Tony,tony-allen,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,9,G-F,Oklahoma State,USA,2004.0,1.0,25.0,,8.1,3.5,1.3,Career,2004,2017,Tony Allen,76.0,213.0,False
76029,Allison,Odis,odis-allison,1610612744,warriors,0,Golden State,Warriors,GSW,22,F,UNLV,USA,1971.0,5.0,76.0,,1.9,1.3,0.3,Career,1971,1971,Odis Allison,78.0,195.0,False
200984,Allred,Lance,lance-allred,1610612739,cavaliers,0,Cleveland,Cavaliers,CLE,41,C,Weber State,USA,,,,,1.0,0.3,0.0,Career,2007,2007,Lance Allred,83.0,250.0,True
76030,Allums,Darrell,darrell-allums,1610612742,mavericks,0,Dallas,Mavericks,DAL,32,F,UCLA,USA,1980.0,5.0,103.0,,2.7,3.0,1.1,Career,1980,1980,Darrell Allums,80.0,220.0,False
201165,Almond,Morris,morris-almond,1610612762,jazz,0,Utah,Jazz,UTA,21,G,Rice,USA,2007.0,1.0,25.0,,3.1,1.2,0.3,Career,2007,2011,Morris Almond,78.0,225.0,False
308,Alston,Derrick,derrick-alston,1610612755,sixers,0,Philadelphia,76ers,PHI,21,F,Duquesne,USA,1994.0,2.0,33.0,,5.4,3.8,0.7,Career,1994,1996,Derrick Alston,83.0,225.0,False
1747,Alston,Rafer,rafer-alston,1610612745,rockets,0,Houston,Rockets,HOU,11,G,Fresno State,USA,1998.0,2.0,39.0,,10.1,2.8,4.8,Career,1999,2009,Rafer Alston,74.0,175.0,False
1824,Aluma,Peter,peter-aluma,1610612758,kings,0,Sacramento,Kings,SAC,43,C,Liberty,USA,,,,,1.0,1.0,0.0,Career,1998,1998,Peter Aluma,82.0,260.0,True
1630631,Alvarado,Jose,jose-alvarado,1610612740,pelicans,0,New Orleans,Pelicans,NOP,15,G,Georgia Tech,USA,,,,1.0,10.3,2.4,4.6,Season,2021,2024,Jose Alvarado,72.0,179.0,True
680,Amaechi,John,john-amaechi,1610612753,magic,0,Orlando,Magic,ORL,13,F-C,Penn State,United Kingdom,,,,,6.2,2.6,0.8,Career,1995,2002,John Amaechi,82.0,270.0,True
732,Amaya,Ashraf,ashraf-amaya,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,18,F,Southern Illinois,USA,,,,,4.5,4.2,0.4,Career,1995,1996,Ashraf Amaya,79.0,250.0,True
202329,Aminu,Al-Farouq,al-farouq-aminu,1610612757,blazers,0,Portland,Trail Blazers,POR,5,F,Wake Forest,USA,2010.0,1.0,8.0,,7.5,6.0,1.2,Career,2010,2020,Al-Farouq Aminu,80.0,220.0,False
200811,Amundson,Lou,lou-amundson,1610612756,suns,0,Phoenix,Suns,PHX,17,F,UNLV,USA,,,,,3.7,3.6,0.4,Career,2006,2015,Lou Amundson,81.0,220.0,True
76034,Anderegg,Bob,bob-anderegg,1610612752,knicks,0,New York,Knicks,NYK,18,F,Michigan State,USA,1959.0,3.0,20.0,,4.0,2.1,0.9,Career,1959,1959,Bob Anderegg,75.0,200.0,False
2365,Andersen,Chris,chris-andersen,1610612743,nuggets,0,Denver,Nuggets,DEN,7,F-C,Blinn J.C.,USA,,,,,5.4,5.0,0.5,Career,2001,2016,Chris Andersen,82.0,245.0,True
2431,Andersen,David,david-andersen,1610612745,rockets,0,Houston,Rockets,HOU,11,C,FC Barcelona,Australia,2002.0,2.0,36.0,,4.9,2.8,0.6,Career,2009,2010,David Andersen,83.0,247.0,False
101187,Anderson,Alan,alan-anderson,1610612751,nets,0,Brooklyn,Nets,BKN,9,F-G,Michigan State,USA,,,,,7.3,2.2,1.1,Career,2005,2016,Alan Anderson,78.0,220.0,True
202079,Anderson,Antonio,antonio-anderson,1610612760,thunder,0,Oklahoma City,Thunder,OKC,8,G,Memphis,USA,,,,,2.0,1.0,0.0,Career,2009,2009,Antonio Anderson,78.0,215.0,True
76035,Anderson,Cliff,cliff-anderson,1610612747,lakers,0,Los Angeles,Lakers,LAL,26,G,St. Joseph's (PA),USA,1967.0,4.0,35.0,,3.0,1.3,0.8,Career,1967,1970,Cliff Anderson,74.0,200.0,False
76036,Anderson,Daniel,daniel-anderson,1610612757,blazers,0,Portland,Trail Blazers,POR,33,G,Southern California,USA,1974.0,6.0,92.0,,3.7,1.0,1.7,Career,1974,1975,Daniel Anderson,74.0,185.0,False
1507,Anderson,Derek,derek-anderson,1610612757,blazers,0,Portland,Trail Blazers,POR,1,G,Kentucky,USA,1997.0,1.0,13.0,,12.0,3.2,3.4,Career,1997,2007,Derek Anderson,77.0,195.0,False
76037,Anderson,Dwight,dwight-anderson,1610612743,nuggets,0,Denver,Nuggets,DEN,20,G,Southern California,USA,1982.0,2.0,41.0,,4.2,0.4,0.6,Career,1982,1982,Dwight Anderson,75.0,185.0,False
944,Anderson,Eric,eric-anderson,1610612752,knicks,0,New York,Knicks,NYK,42,F,Indiana,USA,,,,,1.6,1.1,0.2,Career,1992,1993,Eric Anderson,81.0,220.0,True
246,Anderson,Greg,greg-anderson,1610612759,spurs,0,San Antonio,Spurs,SAS,0,C-F,Houston,USA,1987.0,1.0,23.0,,7.3,6.2,0.6,Career,1987,1997,Greg Anderson,82.0,250.0,False
202341,Anderson,James,james-anderson,1610612759,spurs,0,San Antonio,Spurs,SAS,5,G-F,Oklahoma State,USA,2010.0,1.0,20.0,,5.8,2.3,1.2,Career,2010,2015,James Anderson,78.0,213.0,False
76040,Anderson,Jerome,jerome-anderson,1610612754,pacers,0,Indiana,Pacers,IND,21-23,G,West Virginia,USA,1975.0,3.0,53.0,,2.6,0.5,0.3,Career,1975,1976,Jerome Anderson,77.0,195.0,False
1626147,Anderson,Justin,justin-anderson,1610612754,pacers,0,Indiana,Pacers,IND,10,F-G,Virginia,USA,2015.0,1.0,21.0,,5.3,2.6,0.8,Career,2015,2021,Justin Anderson,77.0,231.0,False
72,Anderson,Kenny,kenny-anderson,1610612751,nets,0,Brooklyn,Nets,BKN,13,G,Georgia Tech,USA,1991.0,1.0,2.0,,12.6,3.1,6.1,Career,1991,2004,Kenny Anderson,73.0,168.0,False
76041,Anderson,Kim,kim-anderson,1610612757,blazers,0,Portland,Trail Blazers,POR,42,F,Missouri,USA,1978.0,7.0,146.0,,3.0,2.1,0.7,Career,1978,1978,Kim Anderson,79.0,200.0,False
203937,Anderson,Kyle,kyle-anderson,1610612748,heat,0,Miami,Heat,MIA,20,F-G,UCLA,USA,2014.0,1.0,30.0,1.0,5.9,3.4,2.4,Season,2014,2024,Kyle Anderson,81.0,230.0,False
76042,Anderson,Michael,michael-anderson,1610612759,spurs,0,San Antonio,Spurs,SAS,10,G,Drexel,USA,1988.0,3.0,73.0,,5.7,2.5,4.3,Career,1988,1988,Michael Anderson,71.0,184.0,False
76043,Anderson,Mitchell,mitchell-anderson,1610612762,jazz,0,Utah,Jazz,UTA,11,F,Bradley,USA,1982.0,2.0,36.0,,4.8,2.8,0.7,Career,1982,1984,Mitchell Anderson,80.0,195.0,False
98,Anderson,Nick,nick-anderson,1610612753,magic,0,Orlando,Magic,ORL,5,F-G,Illinois,USA,1989.0,1.0,11.0,,14.4,5.1,2.6,Career,1989,2002,Nick Anderson,78.0,228.0,False
76045,Anderson,Richard,richard-anderson,1610612757,blazers,0,Portland,Trail Blazers,POR,35,F,California-Santa Barbara,USA,1982.0,2.0,32.0,,5.6,3.5,1.5,Career,1982,1989,Richard Anderson,82.0,240.0,False
76046,Anderson,Ron,ron-anderson,1610612755,sixers,0,Philadelphia,76ers,PHI,35,F,Fresno State,USA,1984.0,2.0,27.0,,10.6,3.5,1.4,Career,1984,1993,Ron Anderson,79.0,215.0,False
201583,Anderson,Ryan,ryan-anderson,1610612740,pelicans,0,New Orleans,Pelicans,NOP,31,F,California,USA,2008.0,1.0,21.0,,12.3,5.3,0.9,Career,2008,2019,Ryan Anderson,82.0,240.0,False
1000,Anderson,Shandon,shandon-anderson,1610612752,knicks,0,New York,Knicks,NYK,49,G-F,Georgia,USA,1996.0,2.0,54.0,,7.4,3.1,1.4,Career,1996,2005,Shandon Anderson,78.0,215.0,False
335,Anderson,Willie,willie-anderson,1610612759,spurs,0,San Antonio,Spurs,SAS,35,G-F,Georgia,USA,1988.0,1.0,10.0,,12.2,3.8,3.8,Career,1988,1996,Willie Anderson,80.0,200.0,False
76048,Anderzunas,Wally,wally-anderzunas,1610612758,kings,0,Sacramento,Kings,SAC,21,C,Creighton,USA,1969.0,2.0,25.0,,3.6,1.9,0.2,Career,1969,1969,Wally Anderzunas,79.0,220.0,False
101149,Andriuskevicius,Martynas,martynas-andriuskevicius,1610612739,cavaliers,0,Cleveland,Cavaliers,CLE,15,C,Zalgiris,Lithuania,2005.0,2.0,44.0,,0.0,0.7,0.0,Career,2005,2006,Martynas Andriuskevicius,86.0,240.0,False
76049,Anielak,Don,don-anielak,1610612752,knicks,0,New York,Knicks,NYK,12,F,Missouri State,USA,1954.0,3.0,26.0,,3.0,2.0,0.0,Career,1954,1954,Don Anielak,79.0,190.0,False
1628387,Anigbogu,Ike,ike-anigbogu,1610612754,pacers,0,Indiana,Pacers,IND,13,C-F,UCLA,USA,2017.0,2.0,47.0,,0.9,0.9,0.1,Career,2017,2018,Ike Anigbogu,82.0,262.0,False
76050,Ansley,Michael,michael-ansley,1610612753,magic,0,Orlando,Magic,ORL,54,F,Alabama,USA,1989.0,2.0,37.0,,6.9,4.2,0.4,Career,1989,1991,Michael Ansley,79.0,225.0,False
1512,Anstey,Chris,chris-anstey,1610612742,mavericks,0,Dallas,Mavericks,DAL,22,C,South East Melbourne,Australia,1997.0,1.0,18.0,,5.2,3.4,0.8,Career,1997,1999,Chris Anstey,84.0,249.0,False
203507,Antetokounmpo,Giannis,giannis-antetokounmpo,1610612749,bucks,0,Milwaukee,Bucks,MIL,34,F,Filathlitikos,Greece,2013.0,1.0,15.0,1.0,30.4,11.9,6.5,Season,2013,2024,Giannis Antetokounmpo,83.0,243.0,False
1628961,Antetokounmpo,Kostas,kostas-antetokounmpo,1610612741,bulls,0,Chicago,Bulls,CHI,37,F,Dayton,Greece,2018.0,2.0,60.0,,1.0,1.0,0.1,Career,2018,2020,Kostas Antetokounmpo,82.0,200.0,False
203648,Antetokounmpo,Thanasis,thanasis-antetokounmpo,1610612749,bucks,0,Milwaukee,Bucks,MIL,43,F,Panathinaikos,Greece,2014.0,2.0,51.0,,2.4,1.6,0.6,Career,2015,2023,Thanasis Antetokounmpo,79.0,219.0,False
2546,Anthony,Carmelo,carmelo-anthony,1610612747,lakers,0,Los Angeles,Lakers,LAL,7,F,Syracuse,USA,2003.0,1.0,3.0,,22.5,6.2,2.7,Career,2003,2021,Carmelo Anthony,79.0,238.0,False
1630175,Anthony,Cole,cole-anthony,1610612753,magic,0,Orlando,Magic,ORL,50,G,North Carolina,USA,2020.0,1.0,15.0,1.0,9.4,3.0,2.9,Season,2020,2024,Cole Anthony,74.0,185.0,False
21,Anthony,Greg,greg-anthony,1610612752,knicks,0,New York,Knicks,NYK,50,G,UNLV,USA,1991.0,1.0,12.0,,7.3,1.9,4.0,Career,1991,2001,Greg Anthony,73.0,180.0,False
201202,Anthony,Joel,joel-anthony,1610612748,heat,0,Miami,Heat,MIA,30,C,UNLV,Canada,,,,,2.2,2.8,0.2,Career,2007,2016,Joel Anthony,81.0,245.0,True
203544,Antic,Pero,pero-antic,1610612737,hawks,0,Atlanta,Hawks,ATL,6,F-C,Olympiacos,Macedonia,,,,,6.3,3.5,0.9,Career,2013,2014,Pero Antic,83.0,260.0,True
1628384,Anunoby,OG,og-anunoby,1610612752,knicks,0,New York,Knicks,NYK,8,F-G,Indiana,United Kingdom,2017.0,1.0,23.0,1.0,18.0,4.8,2.2,Season,2017,2024,OG Anunoby,79.0,240.0,False
203951,Appling,Keith,keith-appling,1610612753,magic,0,Orlando,Magic,ORL,15,G,Michigan State,USA,,,,,1.2,0.2,0.2,Career,2015,2015,Keith Appling,73.0,185.0,True
